username,gender,institution_name,exam_topic_name,complaint_status,year,total_score,is_disqualified,is_absent,supervisor_report,status,pass_fail,score_vs_pass_mark,percentile_by_topic,rank_in_topic,rank_in_institution_by_topic
euee18509518,Female,ADDIS ABABA UNIVERSITY,Computer Science,1,2018 End Year,70.0,0,0,0,Pass,Pass,20.0,73.71,81,65
euee18509618,Female,ADDIS ABABA UNIVERSITY,Computer Science,1,2018 End Year,66.0,0,0,0,Pass,Pass,16.0,55.03,149,119
euee18509718,Female,ADDIS ABABA UNIVERSITY,Computer Science,1,2018 End Year,67.0,0,0,0,Pass,Pass,17.0,59.48,136,109
euee18509818,Female,ADDIS ABABA UNIVERSITY,Computer Science,1,2018 End Year,56.0,0,0,0,Pass,Pass,6.0,27.73,250,183
euee18509918,Female,ADDIS ABABA UNIVERSITY,Computer Science,1,2018 End Year,64.0,0,0,0,Pass,Pass,14.0,46.98,179,138
euee18510018,Female,ADDIS ABABA UNIVERSITY,Computer Science,1,2018 End Year,51.0,0,0,0,Pass,Pass,1.0,19.4,281,201
euee18510118,Female,ADDIS ABABA UNIVERSITY,Computer Science,1,2018 End Year,66.0,0,0,0,Pass,Pass,16.0,55.03,149,119
euee00579016,Female,ADDIS ABABA UNIVERSITY,Computer Science,1,2018 End Year,28.0,0,0,0,Fail,Fail,-22.0,0.57,347,256
euee18510218,Female,ADDIS ABABA UNIVERSITY,Computer Science,1,2018 End Year,62.0,0,0,0,Pass,Pass,12.0,41.95,200,153
euee18510318,Male,ADDIS ABABA UNIVERSITY,Computer Science,1,2018 End Year,63.0,0,0,0,Pass,Pass,13.0,43.97,193,149
euee18510418,Male,ADDIS ABABA UNIVERSITY,Computer Science,1,2018 End Year,76.0,0,0,0,Pass,Pass,26.0,95.4,14,13
euee18510518,Female,ADDIS ABABA UNIVERSITY,Computer Science,1,2018 End Year,72.0,0,0,0,Pass,Pass,22.0,84.05,49,43
euee18510618,Female,ADDIS ABABA UNIVERSITY,Computer Science,1,2018 End Year,70.0,0,0,0,Pass,Pass,20.0,73.71,81,65
euee18510718,Female,ADDIS ABABA UNIVERSITY,Computer Science,1,2018 End Year,70.0,0,0,0,Pass,Pass,20.0,73.71,81,65
euee00579116,Female,ADDIS ABABA UNIVERSITY,Computer Science,1,2018 End Year,52.0,0,0,0,Pass,Pass,2.0,20.83,273,198
euee18510818,Male,ADDIS ABABA UNIVERSITY,Computer Science,1,2018 End Year,61.0,0,0,0,Pass,Pass,11.0,40.23,207,157
euee18510918,Female,ADDIS ABABA UNIVERSITY,Computer Science,1,2018 End Year,70.0,0,0,0,Pass,Pass,20.0,73.71,81,65
euee18511018,Female,ADDIS ABABA UNIVERSITY,Computer Science,1,2018 End Year,58.0,0,0,0,Pass,Pass,8.0,33.19,230,170
euee18511118,Male,ADDIS ABABA UNIVERSITY,Computer Science,1,2018 End Year,65.0,0,0,0,Pass,Pass,15.0,50.72,167,132
euee18511218,Female,ADDIS ABABA UNIVERSITY,Computer Science,1,2018 End Year,68.0,0,0,0,Pass,Pass,18.0,63.79,119,94
euee18511318,Male,ADDIS ABABA UNIVERSITY,Computer Science,1,2018 End Year,74.0,0,0,0,Pass,Pass,24.0,91.24,29,27
euee18511418,Male,ADDIS ABABA UNIVERSITY,Computer Science,1,2018 End Year,70.0,0,0,0,Pass,Pass,20.0,73.71,81,65
euee18511518,Male,ADDIS ABABA UNIVERSITY,Computer Science,1,2018 End Year,62.0,0,0,0,Pass,Pass,12.0,41.95,200,153
euee18511618,Male,ADDIS ABABA UNIVERSITY,Computer Science,1,2018 End Year,63.0,0,0,0,Pass,Pass,13.0,43.97,193,149
euee18511718,Male,ADDIS ABABA UNIVERSITY,Computer Science,1,2018 End Year,77.0,0,0,0,Pass,Pass,27.0,97.27,8,8
euee18511918,Female,ADDIS ABABA UNIVERSITY,Computer Science,1,2018 End Year,67.0,0,0,0,Pass,Pass,17.0,59.48,136,109
euee18512018,Female,ADDIS ABABA UNIVERSITY,Computer Science,1,2018 End Year,74.0,0,0,0,Pass,Pass,24.0,91.24,29,27
euee18512118,Female,ADDIS ABABA UNIVERSITY,Computer Science,1,2018 End Year,63.0,0,0,0,Pass,Pass,13.0,43.97,193,149
euee18512218,Female,ADDIS ABABA UNIVERSITY,Computer Science,1,2018 End Year,57.0,0,0,0,Pass,Pass,7.0,30.32,238,176
euee18512318,Male,ADDIS ABABA UNIVERSITY,Computer Science,1,2018 End Year,78.0,0,0,0,Pass,Pass,28.0,98.71,4,4
euee18512418,Male,ADDIS ABABA UNIVERSITY,Computer Science,1,2018 End Year,64.0,0,0,0,Pass,Pass,14.0,46.98,179,138
euee18512518,Male,ADDIS ABABA UNIVERSITY,Computer Science,1,2018 End Year,78.0,0,0,0,Pass,Pass,28.0,98.71,4,4
euee18512618,Male,ADDIS ABABA UNIVERSITY,Computer Science,1,2018 End Year,70.0,0,0,0,Pass,Pass,20.0,73.71,81,65
euee18512718,Male,ADDIS ABABA UNIVERSITY,Computer Science,1,2018 End Year,38.0,0,0,0,Fail,Fail,-12.0,6.47,324,233
euee18512818,Female,ADDIS ABABA UNIVERSITY,Computer Science,1,2018 End Year,68.0,0,0,0,Pass,Pass,18.0,63.79,119,94
euee18512918,Male,ADDIS ABABA UNIVERSITY,Computer Science,1,2018 End Year,71.0,0,0,0,Pass,Pass,21.0,79.45,65,54
euee18513018,Male,ADDIS ABABA UNIVERSITY,Computer Science,1,2018 End Year,70.0,0,0,0,Pass,Pass,20.0,73.71,81,65
euee18513118,Male,ADDIS ABABA UNIVERSITY,Computer Science,1,2018 End Year,76.0,0,0,0,Pass,Pass,26.0,95.4,14,13
euee18513218,Male,ADDIS ABABA UNIVERSITY,Computer Science,1,2018 End Year,65.0,0,0,0,Pass,Pass,15.0,50.72,167,132
euee18513318,Male,ADDIS ABABA UNIVERSITY,Computer Science,1,2018 End Year,68.0,0,0,0,Pass,Pass,18.0,63.79,119,94
euee18513418,Female,ADDIS ABABA UNIVERSITY,Computer Science,1,2018 End Year,77.0,0,0,0,Pass,Pass,27.0,97.27,8,8
euee18513518,Female,ADDIS ABABA UNIVERSITY,Computer Science,1,2018 End Year,58.0,0,0,0,Pass,Pass,8.0,33.19,230,170
euee18513618,Female,ADDIS ABABA UNIVERSITY,Computer Science,1,2018 End Year,68.0,0,0,0,Pass,Pass,18.0,63.79,119,94
euee18513718,Male,ADDIS ABABA UNIVERSITY,Computer Science,1,2018 End Year,69.0,0,0,0,Pass,Pass,19.0,68.25,105,81
euee18513818,Male,ADDIS ABABA UNIVERSITY,Computer Science,1,2018 End Year,68.0,0,0,0,Pass,Pass,18.0,63.79,119,94
euee18513918,Male,ADDIS ABABA UNIVERSITY,Computer Science,1,2018 End Year,67.0,0,0,0,Pass,Pass,17.0,59.48,136,109
euee18514018,Male,ADDIS ABABA UNIVERSITY,Computer Science,1,2018 End Year,66.0,0,0,0,Pass,Pass,16.0,55.03,149,119
euee18514218,Male,ADDIS ABABA UNIVERSITY,Computer Science,1,2018 End Year,64.0,0,0,0,Pass,Pass,14.0,46.98,179,138
euee18514318,Male,ADDIS ABABA UNIVERSITY,Computer Science,1,2018 End Year,66.0,0,0,0,Pass,Pass,16.0,55.03,149,119
euee18514418,Male,ADDIS ABABA UNIVERSITY,Computer Science,1,2018 End Year,66.0,0,0,0,Pass,Pass,16.0,55.03,149,119
euee18514518,Male,ADDIS ABABA UNIVERSITY,Computer Science,1,2018 End Year,70.0,0,0,0,Pass,Pass,20.0,73.71,81,65
euee18514618,Female,ADDIS ABABA UNIVERSITY,Computer Science,1,2018 End Year,64.0,0,0,0,Pass,Pass,14.0,46.98,179,138
euee18514718,Female,ADDIS ABABA UNIVERSITY,Computer Science,1,2018 End Year,64.0,0,0,0,Pass,Pass,14.0,46.98,179,138
euee18514818,Male,ADDIS ABABA UNIVERSITY,Computer Science,1,2018 End Year,71.0,0,0,0,Pass,Pass,21.0,79.45,65,54
euee18514918,Female,ADDIS ABABA UNIVERSITY,Computer Science,1,2018 End Year,78.0,0,0,0,Pass,Pass,28.0,98.71,4,4
euee18515018,Female,ADDIS ABABA UNIVERSITY,Computer Science,1,2018 End Year,63.0,0,0,0,Pass,Pass,13.0,43.97,193,149
euee18515118,Female,ADDIS ABABA UNIVERSITY,Computer Science,1,2018 End Year,57.0,0,0,0,Pass,Pass,7.0,30.32,238,176
euee00579916,Female,ADDIS ABABA UNIVERSITY,Computer Science,1,2018 End Year,36.0,0,0,0,Fail,Fail,-14.0,3.3,336,245
euee18515218,Male,ADDIS ABABA UNIVERSITY,Computer Science,1,2018 End Year,68.0,0,0,0,Pass,Pass,18.0,63.79,119,94
euee18515318,Female,ADDIS ABABA UNIVERSITY,Computer Science,1,2018 End Year,70.0,0,0,0,Pass,Pass,20.0,73.71,81,65
euee18515418,Male,ADDIS ABABA UNIVERSITY,Computer Science,1,2018 End Year,71.0,0,0,0,Pass,Pass,21.0,79.45,65,54
euee18515518,Male,ADDIS ABABA UNIVERSITY,Computer Science,1,2018 End Year,65.0,0,0,0,Pass,Pass,15.0,50.72,167,132
euee18515618,Male,ADDIS ABABA UNIVERSITY,Computer Science,1,2018 End Year,72.0,0,0,0,Pass,Pass,22.0,84.05,49,43
euee18515718,Female,ADDIS ABABA UNIVERSITY,Computer Science,1,2018 End Year,72.0,0,0,0,Pass,Pass,22.0,84.05,49,43
euee18515818,Male,ADDIS ABABA UNIVERSITY,Computer Science,1,2018 End Year,76.0,0,0,0,Pass,Pass,26.0,95.4,14,13
euee18515918,Male,ADDIS ABABA UNIVERSITY,Computer Science,1,2018 End Year,68.0,0,0,0,Pass,Pass,18.0,63.79,119,94
euee18516018,Male,ADDIS ABABA UNIVERSITY,Computer Science,1,2018 End Year,72.0,0,0,0,Pass,Pass,22.0,84.05,49,43
euee18516118,Male,ADDIS ABABA UNIVERSITY,Computer Science,1,2018 End Year,61.0,0,0,0,Pass,Pass,11.0,40.23,207,157
euee18516218,Male,ADDIS ABABA UNIVERSITY,Computer Science,1,2018 End Year,69.0,0,0,0,Pass,Pass,19.0,68.25,105,81
euee18516318,Male,ADDIS ABABA UNIVERSITY,Computer Science,1,2018 End Year,76.0,0,0,0,Pass,Pass,26.0,95.4,14,13
euee18516418,Male,ADDIS ABABA UNIVERSITY,Computer Science,1,2018 End Year,59.0,0,0,0,Pass,Pass,9.0,36.21,217,162
euee18516518,Male,ADDIS ABABA UNIVERSITY,Computer Science,1,2018 End Year,49.0,0,0,0,Fail,Fail,-1.0,16.95,289,205
euee18516618,Male,ADDIS ABABA UNIVERSITY,Computer Science,1,2018 End Year,73.0,0,0,0,Pass,Pass,23.0,88.36,35,32
euee18516718,Male,ADDIS ABABA UNIVERSITY,Computer Science,1,2018 End Year,73.0,0,0,0,Pass,Pass,23.0,88.36,35,32
euee18516818,Male,ADDIS ABABA UNIVERSITY,Computer Science,1,2018 End Year,72.0,0,0,0,Pass,Pass,22.0,84.05,49,43
euee18516918,Male,ADDIS ABABA UNIVERSITY,Computer Science,1,2018 End Year,62.0,0,0,0,Pass,Pass,12.0,41.95,200,153
euee18517018,Female,ADDIS ABABA UNIVERSITY,Computer Science,1,2018 End Year,66.0,0,0,0,Pass,Pass,16.0,55.03,149,119
euee18517118,Female,ADDIS ABABA UNIVERSITY,Computer Science,1,2018 End Year,60.0,0,0,0,Pass,Pass,10.0,38.79,212,160
euee18517218,Male,ADDIS ABABA UNIVERSITY,Computer Science,1,2018 End Year,69.0,0,0,0,Pass,Pass,19.0,68.25,105,81
euee00577716,Male,ADDIS ABABA UNIVERSITY,Computer Science,1,2018 End Year,37.0,0,0,0,Fail,Fail,-13.0,4.74,330,239
euee00580916,Male,ADDIS ABABA UNIVERSITY,Computer Science,1,2018 End Year,45.0,0,0,0,Fail,Fail,-5.0,13.07,301,212
euee00581116,Male,ADDIS ABABA UNIVERSITY,Computer Science,1,2018 End Year,39.0,0,0,0,Fail,Fail,-11.0,7.76,321,230
euee00578716,Female,ADDIS ABABA UNIVERSITY,Computer Science,1,2018 End Year,46.0,0,0,0,Fail,Fail,-4.0,14.22,299,210
euee55309917,Male,ADDIS ABABA UNIVERSITY,Computer Science,1,2018 End Year,36.0,0,0,0,Fail,Fail,-14.0,3.3,336,245
euee55310017,Male,ADDIS ABABA UNIVERSITY,Computer Science,1,2018 End Year,38.0,0,0,0,Fail,Fail,-12.0,6.47,324,233
euee14510018,Male,HILCOE SCHOOL OF COMPUTER SCIENCE & TECHNOLOGY,Computer Science,1,2018 End Year,70.0,0,0,0,Pass,Pass,20.0,73.71,81,17
euee14510118,Male,HILCOE SCHOOL OF COMPUTER SCIENCE & TECHNOLOGY,Computer Science,1,2018 End Year,70.0,0,0,0,Pass,Pass,20.0,73.71,81,17
euee14510218,Male,HILCOE SCHOOL OF COMPUTER SCIENCE & TECHNOLOGY,Computer Science,1,2018 End Year,66.0,0,0,0,Pass,Pass,16.0,55.03,149,31
euee14510318,Female,HILCOE SCHOOL OF COMPUTER SCIENCE & TECHNOLOGY,Computer Science,1,2018 End Year,57.0,0,0,0,Pass,Pass,7.0,30.32,238,63
euee14510418,Male,HILCOE SCHOOL OF COMPUTER SCIENCE & TECHNOLOGY,Computer Science,1,2018 End Year,60.0,0,0,0,Pass,Pass,10.0,38.79,212,53
euee14510518,Male,HILCOE SCHOOL OF COMPUTER SCIENCE & TECHNOLOGY,Computer Science,1,2018 End Year,51.0,0,0,0,Pass,Pass,1.0,19.4,281,81
euee14510618,Male,HILCOE SCHOOL OF COMPUTER SCIENCE & TECHNOLOGY,Computer Science,1,2018 End Year,58.0,0,0,0,Pass,Pass,8.0,33.19,230,61
euee14510718,Female,HILCOE SCHOOL OF COMPUTER SCIENCE & TECHNOLOGY,Computer Science,1,2018 End Year,65.0,0,0,0,Pass,Pass,15.0,50.72,167,36
adda0150216,Female,ADDIS ABABA UNIVERSITY,Computer Science,1,2018 End Year,43.0,0,0,0,Fail,Fail,-7.0,11.06,309,219
euee00578616,Female,ADDIS ABABA UNIVERSITY,Computer Science,1,2018 End Year,38.0,0,0,0,Fail,Fail,-12.0,6.47,324,233
euee00040818,Male,HILCOE SCHOOL OF COMPUTER SCIENCE & TECHNOLOGY,Computer Science,1,2018 End Year,53.0,0,0,0,Pass,Pass,3.0,23.13,265,73
euee14510918,Male,HILCOE SCHOOL OF COMPUTER SCIENCE & TECHNOLOGY,Computer Science,1,2018 End Year,55.0,0,0,0,Pass,Pass,5.0,26.01,256,70
euee14511018,Male,HILCOE SCHOOL OF COMPUTER SCIENCE & TECHNOLOGY,Computer Science,1,2018 End Year,50.0,0,0,0,Pass,Pass,0.0,18.25,283,82
euee14511118,Male,HILCOE SCHOOL OF COMPUTER SCIENCE & TECHNOLOGY,Computer Science,1,2018 End Year,75.0,0,0,0,Pass,Pass,25.0,93.25,21,2
euee14511218,Male,HILCOE SCHOOL OF COMPUTER SCIENCE & TECHNOLOGY,Computer Science,1,2018 End Year,65.0,0,0,0,Pass,Pass,15.0,50.72,167,36
euee14511318,Male,HILCOE SCHOOL OF COMPUTER SCIENCE & TECHNOLOGY,Computer Science,1,2018 End Year,62.0,0,0,0,Pass,Pass,12.0,41.95,200,48
euee14511418,Male,HILCOE SCHOOL OF COMPUTER SCIENCE & TECHNOLOGY,Computer Science,1,2018 End Year,61.0,0,0,0,Pass,Pass,11.0,40.23,207,51
euee14511518,Male,HILCOE SCHOOL OF COMPUTER SCIENCE & TECHNOLOGY,Computer Science,1,2018 End Year,67.0,0,0,0,Pass,Pass,17.0,59.48,136,28
euee14511618,Male,HILCOE SCHOOL OF COMPUTER SCIENCE & TECHNOLOGY,Computer Science,1,2018 End Year,49.0,0,0,0,Fail,Fail,-1.0,16.95,289,85
euee14511718,Female,HILCOE SCHOOL OF COMPUTER SCIENCE & TECHNOLOGY,Computer Science,1,2018 End Year,66.0,0,0,0,Pass,Pass,16.0,55.03,149,31
euee14511818,Female,HILCOE SCHOOL OF COMPUTER SCIENCE & TECHNOLOGY,Computer Science,1,2018 End Year,72.0,0,0,0,Pass,Pass,22.0,84.05,49,7
euee14511918,Male,HILCOE SCHOOL OF COMPUTER SCIENCE & TECHNOLOGY,Computer Science,1,2018 End Year,68.0,0,0,0,Pass,Pass,18.0,63.79,119,26
euee14512018,Male,HILCOE SCHOOL OF COMPUTER SCIENCE & TECHNOLOGY,Computer Science,1,2018 End Year,70.0,0,0,0,Pass,Pass,20.0,73.71,81,17
euee14512118,Male,HILCOE SCHOOL OF COMPUTER SCIENCE & TECHNOLOGY,Computer Science,1,2018 End Year,50.0,0,0,0,Pass,Pass,0.0,18.25,283,82
euee14512218,Male,HILCOE SCHOOL OF COMPUTER SCIENCE & TECHNOLOGY,Computer Science,1,2018 End Year,63.0,0,0,0,Pass,Pass,13.0,43.97,193,45
euee03520018,Female,ADDIS ABABA UNIVERSITY,Computer Science,1,2018 End Year,38.0,0,0,0,Fail,Fail,-12.0,6.47,324,233
euee14512318,Male,HILCOE SCHOOL OF COMPUTER SCIENCE & TECHNOLOGY,Computer Science,1,2018 End Year,52.0,0,0,0,Pass,Pass,2.0,20.83,273,76
euee14512418,Male,HILCOE SCHOOL OF COMPUTER SCIENCE & TECHNOLOGY,Computer Science,1,2018 End Year,59.0,0,0,0,Pass,Pass,9.0,36.21,217,56
euee14512518,Female,HILCOE SCHOOL OF COMPUTER SCIENCE & TECHNOLOGY,Computer Science,1,2018 End Year,56.0,0,0,0,Pass,Pass,6.0,27.73,250,68
euee14512618,Male,HILCOE SCHOOL OF COMPUTER SCIENCE & TECHNOLOGY,Computer Science,1,2018 End Year,57.0,0,0,0,Pass,Pass,7.0,30.32,238,63
euee14512718,Male,HILCOE SCHOOL OF COMPUTER SCIENCE & TECHNOLOGY,Computer Science,1,2018 End Year,60.0,0,0,0,Pass,Pass,10.0,38.79,212,53
euee14512818,Male,HILCOE SCHOOL OF COMPUTER SCIENCE & TECHNOLOGY,Computer Science,1,2018 End Year,59.0,0,0,0,Pass,Pass,9.0,36.21,217,56
euee14512918,Female,HILCOE SCHOOL OF COMPUTER SCIENCE & TECHNOLOGY,Computer Science,1,2018 End Year,68.0,0,0,0,Pass,Pass,18.0,63.79,119,26
euee14513018,Female,HILCOE SCHOOL OF COMPUTER SCIENCE & TECHNOLOGY,Computer Science,1,2018 End Year,60.0,0,0,0,Pass,Pass,10.0,38.79,212,53
euee14513118,Male,HILCOE SCHOOL OF COMPUTER SCIENCE & TECHNOLOGY,Computer Science,1,2018 End Year,74.0,0,0,0,Pass,Pass,24.0,91.24,29,3
euee14513218,Male,HILCOE SCHOOL OF COMPUTER SCIENCE & TECHNOLOGY,Computer Science,1,2018 End Year,59.0,0,0,0,Pass,Pass,9.0,36.21,217,56
euee14513318,Male,HILCOE SCHOOL OF COMPUTER SCIENCE & TECHNOLOGY,Computer Science,1,2018 End Year,59.0,0,0,0,Pass,Pass,9.0,36.21,217,56
euee55310317,Female,ADDIS ABABA UNIVERSITY,Computer Science,1,2018 End Year,40.0,0,0,0,Fail,Fail,-10.0,8.91,316,225
euee14513418,Male,HILCOE SCHOOL OF COMPUTER SCIENCE & TECHNOLOGY,Computer Science,1,2018 End Year,64.0,0,0,0,Pass,Pass,14.0,46.98,179,42
euee55305417,Male,ADDIS ABABA UNIVERSITY,Computer Science,1,2018 End Year,44.0,0,0,0,Fail,Fail,-6.0,11.93,307,217
euee14513518,Male,HILCOE SCHOOL OF COMPUTER SCIENCE & TECHNOLOGY,Computer Science,1,2018 End Year,59.0,0,0,0,Pass,Pass,9.0,36.21,217,56
euee14513618,Male,HILCOE SCHOOL OF COMPUTER SCIENCE & TECHNOLOGY,Computer Science,1,2018 End Year,54.0,0,0,0,Pass,Pass,4.0,24.71,262,71
euee00579616,Female,ADDIS ABABA UNIVERSITY,Computer Science,1,2018 End Year,42.0,0,0,0,Fail,Fail,-8.0,10.2,313,222
euee14513718,Female,HILCOE SCHOOL OF COMPUTER SCIENCE & TECHNOLOGY,Computer Science,1,2018 End Year,57.0,0,0,0,Pass,Pass,7.0,30.32,238,63
adda0155016,Female,ADDIS ABABA UNIVERSITY,Computer Science,1,2018 End Year,38.0,0,0,0,Fail,Fail,-12.0,6.47,324,233
euee14513818,Female,HILCOE SCHOOL OF COMPUTER SCIENCE & TECHNOLOGY,Computer Science,1,2018 End Year,62.0,0,0,0,Pass,Pass,12.0,41.95,200,48
euee14513918,Female,HILCOE SCHOOL OF COMPUTER SCIENCE & TECHNOLOGY,Computer Science,1,2018 End Year,71.0,0,0,0,Pass,Pass,21.0,79.45,65,12
euee55310517,Female,ADDIS ABABA UNIVERSITY,Computer Science,1,2018 End Year,35.0,0,0,0,Fail,Fail,-15.0,2.3,340,249
euee14514018,Female,HILCOE SCHOOL OF COMPUTER SCIENCE & TECHNOLOGY,Computer Science,1,2018 End Year,67.0,0,0,0,Pass,Pass,17.0,59.48,136,28
euee14514118,Female,HILCOE SCHOOL OF COMPUTER SCIENCE & TECHNOLOGY,Computer Science,1,2018 End Year,72.0,0,0,0,Pass,Pass,22.0,84.05,49,7
euee14514218,Male,HILCOE SCHOOL OF COMPUTER SCIENCE & TECHNOLOGY,Computer Science,1,2018 End Year,65.0,0,0,0,Pass,Pass,15.0,50.72,167,36
euee14514318,Male,HILCOE SCHOOL OF COMPUTER SCIENCE & TECHNOLOGY,Computer Science,1,2018 End Year,48.0,0,0,0,Fail,Fail,-2.0,15.95,292,86
euee14514418,Female,HILCOE SCHOOL OF COMPUTER SCIENCE & TECHNOLOGY,Computer Science,1,2018 End Year,67.0,0,0,0,Pass,Pass,17.0,59.48,136,28
euee00579816,Female,ADDIS ABABA UNIVERSITY,Computer Science,1,2018 End Year,39.0,0,0,0,Fail,Fail,-11.0,7.76,321,230
euee14514518,Female,HILCOE SCHOOL OF COMPUTER SCIENCE & TECHNOLOGY,Computer Science,1,2018 End Year,65.0,0,0,0,Pass,Pass,15.0,50.72,167,36
euee14514718,Male,HILCOE SCHOOL OF COMPUTER SCIENCE & TECHNOLOGY,Computer Science,1,2018 End Year,64.0,0,0,0,Pass,Pass,14.0,46.98,179,42
euee14514818,Female,HILCOE SCHOOL OF COMPUTER SCIENCE & TECHNOLOGY,Computer Science,1,2018 End Year,61.0,0,0,0,Pass,Pass,11.0,40.23,207,51
euee14514918,Male,HILCOE SCHOOL OF COMPUTER SCIENCE & TECHNOLOGY,Computer Science,1,2018 End Year,73.0,0,0,0,Pass,Pass,23.0,88.36,35,4
euee14515018,Male,HILCOE SCHOOL OF COMPUTER SCIENCE & TECHNOLOGY,Computer Science,1,2018 End Year,64.0,0,0,0,Pass,Pass,14.0,46.98,179,42
euee14515118,Male,HILCOE SCHOOL OF COMPUTER SCIENCE & TECHNOLOGY,Computer Science,1,2018 End Year,73.0,0,0,0,Pass,Pass,23.0,88.36,35,4
euee14515218,Male,HILCOE SCHOOL OF COMPUTER SCIENCE & TECHNOLOGY,Computer Science,1,2018 End Year,70.0,0,0,0,Pass,Pass,20.0,73.71,81,17
euee14515318,Male,HILCOE SCHOOL OF COMPUTER SCIENCE & TECHNOLOGY,Computer Science,1,2018 End Year,71.0,0,0,0,Pass,Pass,21.0,79.45,65,12
euee14515418,Male,HILCOE SCHOOL OF COMPUTER SCIENCE & TECHNOLOGY,Computer Science,1,2018 End Year,72.0,0,0,0,Pass,Pass,22.0,84.05,49,7
